ID,Name,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
502,Dewott,75,75,60,83,60,60,413,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,207,0.8,54.0,24.5,45,88.1,5120,45,Shell Armor; Torrent,Water,,Discipline,,5,0,0,0,0,4,12,2
503,Samurott,95,100,85,108,70,70,528,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,411,1.5,208.6,94.6,45,88.1,5120,45,Shell Armor; Torrent,Water,,Formidable,Hisuian Samurott,5,0,0,0,0,4,12,2
504,Patrat,45,55,39,35,39,42,255,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,108,0.5,25.6,11.6,255,5.0,3840,255,Analytic; Keen Eye; Run Away,Normal,,Scout,,5,0,0,0,1,0,16,1
505,Watchog,60,85,69,60,69,77,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,307,1.1,59.5,27.0,255,5.0,5120,255,Analytic; Illuminate; Keen Eye,Normal,,Lookout,,5,0,0,0,1,0,16,1
506,Lillipup,45,60,45,25,45,55,275,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,104,0.4,9.0,4.1,255,5.0,3840,255,Available; Pickup; Run Away; Vital Spirit,Normal,,Puppy,,5,0,0,0,1,0,16,1
507,Herdier,65,80,65,35,65,60,370,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,211,0.9,32.4,14.7,120,5.0,3840,120,Available; Intimidate; Sand Rush; Scrappy,Normal,,Loyal Dog,,5,0,0,0,1,0,16,1
508,Stoutland,85,110,90,45,90,80,500,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,311,1.2,134.5,61.0,45,5.0,3840,45,Available; Intimidate; Sand Rush; Scrappy,Normal,,Big-Hearted,,5,0,0,0,1,0,16,1
509,Purrloin,41,50,37,50,37,66,281,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,104,0.4,22.3,10.1,255,5.0,5120,255,Limber; Prankster; Unburden,Dark,,Devious,,5,0,0,0,1,2,12,3
510,Liepard,64,88,50,88,50,106,446,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,307,1.1,82.7,37.5,90,5.0,5120,90,Limber; Prankster; Unburden,Dark,,Cruel,,5,0,0,0,1,2,12,3
511,Pansage,50,53,48,53,48,64,316,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0.6,23.1,10.5,190,88.1,5120,190,Gluttony; Overgrow,Grass,,Grass Monkey,,5,0,0,0,0,4,9,5
512,Simisage,75,98,63,98,63,101,498,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,307,1.1,67.2,30.5,75,88.1,5120,75,Gluttony; Overgrow,Grass,,Thorn Monkey,,5,0,0,0,0,4,9,5
513,Pansear,50,53,48,53,48,64,316,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,200,0.6,24.3,11.0,190,88.1,5120,190,Blaze; Gluttony,Fire,,High Temp,,5,0,0,0,0,6,9,3
514,Simisear,75,98,63,98,63,101,498,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,303,1.0,61.7,28.0,75,88.1,5120,75,Blaze; Gluttony,Fire,,Ember,,5,0,0,0,0,6,9,3
515,Panpour,50,53,48,53,48,64,316,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200,0.6,29.8,13.5,190,88.1,5120,190,Gluttony; Torrent,Water,,Spray,,5,0,0,0,0,4,12,2
516,Simipour,75,98,63,98,63,101,498,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,303,1.0,63.9,29.0,75,88.1,5120,75,Gluttony; Torrent,Water,,Geyser,,5,0,0,0,0,4,12,2
517,Munna,76,25,45,67,55,24,292,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,200,0.6,51.4,23.3,190,5.0,2560,190,Forewarn; Synchronize; Telepathy,Psychic,,Dream Eater,,5,0,0,0,0,2,13,3
518,Musharna,116,55,85,107,95,29,487,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,307,1.1,133.4,60.5,75,5.0,2560,75,Forewarn; Synchronize; Telepathy,Psychic,,Drowsing,,5,0,0,0,0,2,13,3
519,Pidove,50,55,50,36,30,43,264,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,100,0.3,4.6,2.1,255,5.0,3840,255,Big Pecks; Rivalry; Super Luck,Normal,Flying,Tiny Pigeon,,5,0,0,0,2,2,11,3
520,Tranquill,62,77,62,50,42,65,358,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,200,0.6,33.1,15.0,120,5.0,3840,120,Big Pecks; Rivalry; Super Luck,Normal,Flying,Wild Pigeon,,5,0,0,0,2,2,11,3
521,Unfezant,80,115,80,65,55,93,488,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,311,1.2,63.9,29.0,45,5.0,3840,45,Big Pecks; Rivalry; Super Luck,Normal,Flying,Proud,,5,0,0,0,2,2,11,3
522,Blitzle,45,60,32,50,32,76,295,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,207,0.8,65.7,29.8,190,5.0,5120,190,Lightning Rod; Motor Drive; Sap Sipper,Electric,,Electrified,,5,0,0,0,0,3,14,1
523,Zebstrika,75,100,63,80,63,116,497,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,503,1.6,175.3,79.5,75,5.0,5120,75,Lightning Rod; Motor Drive; Sap Sipper,Electric,,Thunderbolt,,5,0,0,0,0,3,14,1
524,Roggenrola,55,75,85,25,25,15,280,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,104,0.4,39.7,18.0,255,5.0,3840,255,Available; Sand Force; Sturdy; Weak Armor,Rock,,Mantle,,5,0,0,0,0,4,9,5
525,Boldore,70,105,105,50,40,20,390,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,211,0.9,224.9,102.0,120,5.0,3840,120,Available; Sand Force; Sturdy; Weak Armor,Rock,,Ore,,5,0,0,0,0,4,9,5
526,Gigalith,85,135,130,60,80,25,515,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,507,1.7,573.2,260.0,45,5.0,3840,45,Available; Sand Force; Sand Stream; Sturdy,Rock,,Compressed,,5,0,0,0,0,4,9,5
527,Woobat,65,45,43,55,43,72,323,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,104,0.4,4.6,2.1,190,5.0,3840,190,Klutz; Simple; Unaware,Psychic,Flying,Bat,,5,0,0,0,1,3,9,5
528,Swoobat,67,57,55,77,55,114,425,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,211,0.9,23.1,10.5,45,5.0,3840,45,Klutz; Simple; Unaware,Psychic,Flying,Courting,,5,0,0,0,1,3,9,5
529,Drilbur,60,85,40,30,45,68,328,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,100,0.3,18.7,8.5,120,5.0,5120,120,Mold Breaker; Sand Force; Sand Rush,Ground,,Mole,,5,0,0,0,1,2,12,3
530,Excadrill,110,135,60,50,65,88,508,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,204,0.7,89.1,40.4,60,5.0,5120,60,Mold Breaker; Sand Force; Sand Rush,Ground,Steel,Subterrene,,5,0,0,0,2,8,4,4
531,Audino,103,60,86,60,86,50,445,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,307,1.1,68.3,31.0,255,5.0,5120,255,Healer; Klutz; Regenerator,Normal,,Hearing,Mega Audino,5,0,0,0,1,0,16,1
532,Timburr,75,80,55,25,35,35,305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,200,0.6,27.6,12.5,180,75.4,5120,180,Guts; Iron Fist; Sheer Force,Fighting,,Muscular,,5,0,0,0,0,3,12,3
533,Gurdurr,85,105,85,40,50,40,405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,311,1.2,88.2,40.0,90,75.4,5120,90,Guts; Iron Fist; Sheer Force,Fighting,,Muscular,,5,0,0,0,0,3,12,3
534,Conkeldurr,105,140,95,55,65,45,505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,407,1.4,191.8,87.0,45,75.4,5120,45,Guts; Iron Fist; Sheer Force,Fighting,,Muscular,,5,0,0,0,0,3,12,3
535,Tympole,50,50,40,50,40,64,294,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,108,0.5,9.9,4.5,255,5.0,5120,255,Hydration; Swift Swim; Water Absorb,Water,,Tadpole,,5,0,0,0,0,4,12,2
536,Palpitoad,75,65,55,65,55,69,384,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,207,0.8,37.5,17.0,120,5.0,5120,120,Hydration; Swift Swim; Water Absorb,Water,Ground,Vibration,,5,0,0,0,1,4,12,1
537,Seismitoad,105,95,75,85,75,74,509,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,411,1.5,136.7,62.0,45,5.0,5120,45,Poison Touch; Swift Swim; Water Absorb,Water,Ground,Vibration,,5,0,0,0,1,4,12,1
538,Throh,120,100,85,30,85,45,465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,403,1.3,122.4,55.5,45,10.0,5120,45,Guts; Inner Focus; Mold Breaker,Fighting,,Judo,,5,0,0,0,0,3,12,3
539,Sawk,75,125,75,30,75,85,465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,407,1.4,112.4,51.0,45,10.0,5120,45,Inner Focus; Mold Breaker; Sturdy,Fighting,,Karate,,5,0,0,0,0,3,12,3
540,Sewaddle,45,53,70,40,60,42,310,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,100,0.3,5.5,2.5,255,5.0,3840,255,Chlorophyll; Overcoat; Swarm,Bug,Grass,Sewing,,5,0,0,0,0,5,7,6
541,Swadloon,55,63,90,50,80,42,380,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,108,0.5,16.1,7.3,120,5.0,3840,120,Chlorophyll; Leaf Guard; Overcoat,Bug,Grass,Leaf-Wrapped,,5,0,0,0,0,5,7,6
542,Leavanny,75,103,80,70,80,92,500,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,311,1.2,45.2,20.5,45,5.0,3840,45,Chlorophyll; Overcoat; Swarm,Bug,Grass,Nurturing,,5,0,0,0,0,5,7,6
543,Venipede,30,45,59,30,39,57,260,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,104,0.4,11.7,5.3,255,5.0,3840,255,Poison Point; Speed Boost; Swarm,Bug,Poison,Centipede,,5,0,0,0,0,5,9,4
544,Whirlipede,40,55,99,40,79,47,360,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,311,1.2,129.0,58.5,120,5.0,3840,120,Poison Point; Speed Boost; Swarm,Bug,Poison,Curlipede,,5,0,0,0,0,5,9,4
545,Scolipede,60,100,89,55,69,112,485,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,802,2.5,442.0,200.5,45,5.0,5120,45,Poison Point; Speed Boost; Swarm,Bug,Poison,Megapede,,5,0,0,0,0,5,9,4
546,Cottonee,40,27,60,37,50,66,280,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,100,0.3,1.3,0.6,190,5.0,5120,190,Available; Chlorophyll; Infiltrator; Prankster,Grass,Fairy,Cotton Puff,,5,0,0,0,1,6,6,5
547,Whimsicott,60,67,85,77,75,116,480,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,204,0.7,14.6,6.6,75,5.0,5120,75,Available; Chlorophyll; Infiltrator; Prankster,Grass,Fairy,Windveiled,,5,0,0,0,1,6,6,5
548,Petilil,45,35,50,70,50,30,280,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108,0.5,14.6,6.6,190,0.0,5120,190,Available; Chlorophyll; Leaf Guard; Own Tempo,Grass,,Bulb,,5,0,0,0,0,4,9,5
549,Lilligant,70,60,75,110,75,90,480,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,307,1.1,35.9,16.3,75,0.0,5120,75,Available; Chlorophyll; Leaf Guard; Own Tempo,Grass,,Flowering,Hisuian Lilligant,5,0,0,0,0,4,9,5
550,Basculin,70,92,65,80,55,98,460,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,303,1.0,39.7,18.0,25,5.0,10240,25,Adaptability; Both Forms; Dream World; Dream World Ability; Mold Breaker; Reckless; Rock Head,Water,,Hostile,Red-Striped Form; Blue-Striped Form; White-Striped Form,5,0,0,0,0,4,12,2
551,Sandile,50,72,35,35,35,65,292,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,204,0.7,33.5,15.2,180,5.0,5120,180,Anger Point; Available; Intimidate; Moxie,Ground,Dark,Desert Croc,,5,0,0,0,2,4,6,6
552,Krokorok,60,82,45,45,45,74,351,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,303,1.0,73.6,33.4,90,5.0,5120,90,Anger Point; Available; Intimidate; Moxie,Ground,Dark,Desert Croc,,5,0,0,0,2,4,6,6
553,Krookodile,95,117,80,65,70,92,519,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,411,1.5,212.3,96.3,45,5.0,5120,45,Anger Point; Available; Intimidate; Moxie,Ground,Dark,Intimidation,,5,0,0,0,2,4,6,6
554,Darumaka,70,90,45,15,45,50,315,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,200,0.6,82.7,37.5,120,5.0,5120,120,Hustle; Inner Focus,Fire,,Zen Charm,Galarian Darumaka,5,0,0,0,0,6,9,3
555,Darmanitan,105,140,55,30,55,95,480,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,403,1.3,204.8,92.9,60,5.0,5120,60,Sheer Force; Zen Mode,Fire,,Blazing (Unovan)Zen Charmn (Galarian),Standard Mode; Zen Mode; Galarian Standard Mode; Galarian Zen Mode,5,0,0,0,0,6,9,3
556,Maractus,75,86,67,106,67,60,461,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,303,1.0,61.7,28.0,255,5.0,5120,255,Chlorophyll; Storm Drain; Water Absorb,Grass,,Cactus,,5,0,0,0,0,4,9,5
557,Dwebble,50,65,85,35,35,55,325,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,100,0.3,32.0,14.5,190,5.0,5120,190,Shell Armor; Sturdy; Weak Armor,Bug,Rock,Rock Inn,,5,0,0,0,0,2,13,3
558,Crustle,70,105,125,65,75,45,485,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,407,1.4,440.9,200.0,75,5.0,5120,75,Shell Armor; Sturdy; Weak Armor,Bug,Rock,Stone Home,,5,0,0,0,0,2,13,3
559,Scraggy,50,75,70,35,70,48,348,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,200,0.6,26.0,11.8,180,5.0,3840,180,Intimidate; Moxie; Shed Skin,Dark,Fighting,Shedding,,5,0,0,0,1,3,11,3
560,Scrafty,65,90,115,45,115,58,488,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,307,1.1,66.1,30.0,90,5.0,3840,90,Intimidate; Moxie; Shed Skin,Dark,Fighting,Hoodlum,,5,0,0,0,1,3,11,3
561,Sigilyph,72,58,80,103,80,97,490,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,407,1.4,30.9,14.0,45,5.0,5120,45,Magic Guard; Tinted Lens; Wonder Skin,Psychic,Flying,Avianoid,,5,0,0,0,1,3,9,5
562,Yamask,38,30,85,55,65,30,303,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,108,0.5,3.3,1.5,190,5.0,6400,190,Mummy,Ghost,,Spirit,Galarian Yamask,5,0,0,0,2,2,12,2
563,Cofagrigus,58,50,145,95,105,30,483,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,507,1.7,168.7,76.5,90,5.0,6400,90,Mummy,Ghost,,Coffin,,5,0,0,0,2,2,12,2
564,Tirtouga,54,78,103,53,45,22,355,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,204,0.7,36.4,16.5,45,88.1,7680,45,Solid Rock; Sturdy; Swift Swim,Water,Rock,Prototurtle,,5,0,0,0,0,5,9,4
565,Carracosta,74,108,133,83,65,32,495,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,311,1.2,178.6,81.0,45,88.1,7680,45,Solid Rock; Sturdy; Swift Swim,Water,Rock,Prototurtle,,5,0,0,0,0,5,9,4
566,Archen,55,112,45,74,45,70,401,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,108,0.5,20.9,9.5,45,88.1,7680,45,Defeatist,Rock,Flying,First Bird,,5,0,0,0,1,5,7,5
567,Archeops,75,140,65,112,65,110,567,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,407,1.4,70.5,32.0,45,88.1,7680,45,Defeatist,Rock,Flying,First Bird,,5,0,0,0,1,5,7,5
568,Trubbish,50,50,62,40,62,65,329,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,200,0.6,68.3,31.0,190,5.0,5120,190,Aftermath; Available; Stench; Sticky Hold,Poison,,Trash Bag,,5,0,0,0,0,5,11,2
569,Garbodor,80,95,82,60,82,75,474,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,603,1.9,236.6,107.3,60,5.0,5120,60,Aftermath; Available; Stench; Weak Armor,Poison,,Trash Heap,,5,0,0,0,0,5,11,2
570,Zorua,40,65,40,80,40,65,330,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,204,0.7,27.6,12.5,75,88.1,6400,75,Illusion,Dark,,Tricky Fox,Hisuian Zorua,5,0,0,0,1,2,12,3
571,Zoroark,60,105,60,120,60,105,510,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,503,1.6,178.8,81.1,45,88.1,5120,45,Illusion,Dark,,Illusion Fox,Hisuian Zoroark,5,0,0,0,1,2,12,3
572,Minccino,55,50,40,40,40,75,300,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,104,0.4,12.8,5.8,255,24.6,3840,255,Cute Charm; Skill Link; Technician,Normal,,Chinchilla,,5,0,0,0,1,0,16,1
573,Cinccino,75,95,60,65,60,115,470,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,108,0.5,16.5,7.5,60,24.6,3840,60,Cute Charm; Skill Link; Technician,Normal,,Scarf,,5,0,0,0,1,0,16,1
574,Gothita,45,30,50,55,65,45,290,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,104,0.4,12.8,5.8,200,24.6,5120,200,Competitive; Frisk; Shadow Tag,Psychic,,Fixation,,5,0,0,0,0,2,13,3
575,Gothorita,60,45,70,75,85,55,390,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,204,0.7,39.7,18.0,100,24.6,5120,100,Competitive; Frisk; Shadow Tag,Psychic,,Manipulate,,5,0,0,0,0,2,13,3
576,Gothitelle,70,55,95,95,110,65,490,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,411,1.5,97.0,44.0,50,24.6,5120,50,Competitive; Frisk; Shadow Tag,Psychic,,Astral Body,,5,0,0,0,0,2,13,3
577,Solosis,45,30,40,105,50,20,290,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100,0.3,2.2,1.0,200,5.0,5120,200,Magic Guard; Overcoat; Regenerator,Psychic,,Cell,,5,0,0,0,0,2,13,3
578,Duosion,65,40,50,125,60,30,370,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,200,0.6,17.6,8.0,100,5.0,5120,100,Magic Guard; Overcoat; Regenerator,Psychic,,Mitosis,,5,0,0,0,0,2,13,3
579,Reuniclus,110,65,75,125,85,30,490,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,303,1.0,44.3,20.1,50,5.0,5120,50,Magic Guard; Overcoat; Regenerator,Psychic,,Multiplying,,5,0,0,0,0,2,13,3
580,Ducklett,62,44,50,44,50,55,305,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,108,0.5,12.1,5.5,190,5.0,5120,190,Big Pecks; Hydration; Keen Eye,Water,Flying,Water Bird,,5,0,0,0,1,5,10,2
581,Swanna,75,87,63,87,63,98,473,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,403,1.3,53.4,24.2,45,5.0,5120,45,Big Pecks; Hydration; Keen Eye,Water,Flying,White Bird,,5,0,0,0,1,5,10,2
582,Vanillite,36,50,50,65,60,44,305,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,104,0.4,12.6,5.7,255,5.0,5120,255,Available; Ice Body; Snow Cloak; Weak Armor,Ice,,Fresh Snow,,5,0,0,0,0,1,13,4
